Machine_ID,Model,RMSE,MAE,MAPE,SMAPE,WAPE,R2,loss,mae,val_loss,val_mae,learning_rate,model_file
34,TCN,0.34247421999415106,0.2902051879071716,5.4736178771150055,66.22120344449466,58.74284071239646,-0.357449997980422,0.0214515533298254,0.11863334476947784,0.13246411085128784,0.29998090863227844,0.00025,saved_models/model_TCN_machine_34.h5
35,LSTM,0.30248099101984766,0.26389355029421663,4.0779277542772405,62.05819212951975,53.0799667125548,0.003208894957569375,0.08320647478103638,0.250444233417511,0.0923122763633728,0.2650488317012787,0.00025,saved_models/model_LSTM_machine_35.h5
35,GRU,0.30359028096913776,0.26448730062858045,4.261949957986768,61.72377426034076,53.199394595307,-0.004115584347219592,0.08290085196495056,0.25022730231285095,0.09530466794967651,0.26773351430892944,0.00025,saved_models/model_GRU_machine_35.h5
35,TCN,0.3444698804881258,0.2885479415183907,4.490183451583931,65.40124116826426,58.038990015846736,-0.2927379198207689,0.007067462429404259,0.06626211851835251,0.1335824728012085,0.29767486453056335,0.00025,saved_models/model_TCN_machine_35.h5
36,LSTM,0.299488168939148,0.260701698301542,6.569860212624015,60.08759397536762,51.14486823266192,0.006754741280532106,0.07686430215835571,0.23770076036453247,0.0900736004114151,0.26125454902648926,7.8125e-06,saved_models/model_LSTM_machine_36.h5
36,GRU,0.30093252909621593,0.26081022474338905,6.554871598219446,60.24670037720219,51.16615912030933,-0.0028487316012859587,0.07271237671375275,0.2311355471611023,0.09167443215847015,0.2627277672290802,0.000125,saved_models/model_GRU_machine_36.h5
36,TCN,0.3265881595020127,0.27975894254063305,5.857273462494303,64.04201682719169,54.88354830968466,-0.18113089626054335,0.02200399711728096,0.11907108128070831,0.1260482668876648,0.29432496428489685,0.00025,saved_models/model_TCN_machine_36.h5
37,LSTM,0.2775814887856814,0.23869516943904784,2.0501448496579724,53.794290633155896,46.47447143585989,0.011070973930030537,0.08442848920822144,0.2527526617050171,0.07725584506988525,0.23889648914337158,6.25e-05,saved_models/model_LSTM_machine_37.h5
37,GRU,0.277342604305604,0.23833492130088224,2.0672993055681896,53.61114118609823,46.404330335617495,0.01277237083649907,0.08324840664863586,0.2500670552253723,0.07849422097206116,0.24110452830791473,0.00025,saved_models/model_GRU_machine_37.h5
37,TCN,0.29816290664575434,0.2508400017399205,1.9672654945280534,56.254750583694054,48.83909684150449,-0.14101498896603148,0.026882164180278778,0.13295011222362518,0.10618258267641068,0.26849523186683655,0.00025,saved_models/model_TCN_machine_37.h5
38,LSTM,0.28043266030332603,0.24123105103437684,2.8645639952129893,56.98558390411167,49.41908151972022,0.0017454527715724533,0.08286743611097336,0.2477150559425354,0.07925757765769958,0.24210697412490845,0.000125,saved_models/model_LSTM_machine_38.h5
38,GRU,0.28041473125906424,0.24083483141628345,2.8532033951344,56.946358419285524,49.33791116655752,0.0018730925251549957,0.08104478567838669,0.2443670928478241,0.08098390698432922,0.24474060535430908,0.00025,saved_models/model_GRU_machine_38.h5
38,TCN,0.30049952395098756,0.2505702741306883,2.992048938674468,58.05060829998078,51.33233367174811,-0.1462297863896589,0.02255472168326378,0.12116353958845139,0.103063203394413,0.26384422183036804,0.00025,saved_models/model_TCN_machine_38.h5
39,LSTM,0.2860272733045191,0.24548558383912603,2.104318077335978,55.289806799848066,48.10262167408007,0.0030277928273851895,0.08203677833080292,0.247821643948555,0.08241429179906845,0.24627800285816193,0.00025,saved_models/model_LSTM_machine_39.h5
39,GRU,0.2880347451386372,0.24717745680632655,2.058186475119236,55.78339449868114,48.43414226273991,-0.011015741942189905,0.08130887895822525,0.2459578812122345,0.08426471054553986,0.24781513214111328,0.00025,saved_models/model_GRU_machine_39.h5
39,TCN,0.32137700768373767,0.272295029410004,1.9462226930587927,61.79096129555377,53.35590212102029,-0.25862908977622157,0.012512666173279285,0.08834299445152283,0.11825872957706451,0.288903146982193,0.00025,saved_models/model_TCN_machine_39.h5
40,LSTM,0.2957161037645896,0.2555467646228525,4.014664067079506,60.30336554449218,52.67877624533615,-0.013031459865363582,0.08078235387802124,0.24302957952022552,0.08768682181835175,0.2552788555622101,0.00025,saved_models/model_LSTM_machine_40.h5
